Timestamp,Latitude,Longitude,DeviceId
39:29.0,-16.902347,145.715033,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:34.0,-16.902355,145.715035,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:39.0,-16.902359,145.71502,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:44.0,-16.902359,145.715012,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:49.0,-16.902359,145.715032,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:54.0,-16.902325,145.715027,274e8c7e-9088-40e4-b1ce-cd50331724b6
39:59.0,-16.902326,145.715028,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:04.0,-16.902347,145.715041,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:09.0,-16.902395,145.715016,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:14.0,-16.902402,145.715028,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:19.0,-16.902386,145.715016,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:24.0,-16.902393,145.715005,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:29.0,-16.902393,145.714998,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:34.0,-16.902385,145.715009,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:39.0,-16.902386,145.715027,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:44.0,-16.902394,145.715034,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:49.0,-16.902403,145.715047,274e8c7e-9088-40e4-b1ce-cd50331724b6
40:57.0,-16.902436,145.715095,274e8c7e-9088-40e4-b1ce-cd50331724b6
41:02.0,-16.902439,145.71512,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:07.0,-16.902292,145.715063,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:13.0,-16.902309,145.715053,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:18.0,-16.902325,145.715052,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:23.0,-16.902335,145.715049,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:28.0,-16.902335,145.715045,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:33.0,-16.902334,145.71504,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:39.0,-16.902337,145.715031,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:44.0,-16.902335,145.715031,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:49.0,-16.902335,145.715032,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:54.0,-16.902325,145.71506,274e8c7e-9088-40e4-b1ce-cd50331724b6
43:59.0,-16.902305,145.715069,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:19.0,-16.902271,145.715075,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:24.0,-16.902272,145.715083,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:29.0,-16.902273,145.715082,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:35.0,-16.902274,145.715103,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:41.0,-16.902276,145.715106,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:46.0,-16.902286,145.715104,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:51.0,-16.902291,145.715104,274e8c7e-9088-40e4-b1ce-cd50331724b6
44:56.0,-16.902343,145.715085,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:01.0,-16.902371,145.715081,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:06.0,-16.902401,145.715057,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:11.0,-16.902426,145.715121,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:16.0,-16.90247,145.715166,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:21.0,-16.902559,145.715251,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:26.0,-16.902633,145.715269,274e8c7e-9088-40e4-b1ce-cd50331724b6
45:51.0,-16.902523,145.715136,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:06.0,-16.90245,145.715011,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:11.0,-16.90243,145.71501,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:16.0,-16.902424,145.715007,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:21.0,-16.902447,145.715016,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:26.0,-16.902437,145.715051,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:31.0,-16.902421,145.715063,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:36.0,-16.902362,145.715083,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:41.0,-16.902362,145.715114,274e8c7e-9088-40e4-b1ce-cd50331724b6
46:46.0,-16.902364,145.715139,274e8c7e-9088-40e4-b1ce-cd50331724b6
48:19.0,-16.902279,145.714819,274e8c7e-9088-40e4-b1ce-cd50331724b6
48:24.0,-16.90228,145.714818,274e8c7e-9088-40e4-b1ce-cd50331724b6
48:30.0,-16.90228,145.714844,274e8c7e-9088-40e4-b1ce-cd50331724b6
48:37.0,-16.902326,145.714895,274e8c7e-9088-40e4-b1ce-cd50331724b6
48:43.0,-16.902364,145.714895,274e8c7e-9088-40e4-b1ce-cd50331724b6
49:41.0,-16.902314,145.714871,274e8c7e-9088-40e4-b1ce-cd50331724b6
49:46.0,-16.902326,145.714879,274e8c7e-9088-40e4-b1ce-cd50331724b6
49:51.0,-16.90236,145.714898,274e8c7e-9088-40e4-b1ce-cd50331724b6
49:56.0,-16.902408,145.714913,274e8c7e-9088-40e4-b1ce-cd50331724b6
50:01.0,-16.902482,145.714979,274e8c7e-9088-40e4-b1ce-cd50331724b6
50:06.0,-16.902566,145.715054,274e8c7e-9088-40e4-b1ce-cd50331724b6
50:11.0,-16.902675,145.715146,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:02.0,-16.902452,145.714957,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:07.0,-16.90246,145.71492,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:12.0,-16.902474,145.714916,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:17.0,-16.902475,145.714933,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:27.0,-16.902499,145.714949,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:32.0,-16.902525,145.714899,274e8c7e-9088-40e4-b1ce-cd50331724b6
51:37.0,-16.902516,145.714914,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:08.0,-16.90242,145.714999,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:18.0,-16.902402,145.715019,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:23.0,-16.902408,145.715007,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:29.0,-16.902385,145.715029,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:34.0,-16.902358,145.715041,274e8c7e-9088-40e4-b1ce-cd50331724b6
52:56.0,-16.902366,145.715016,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:26.0,-16.902356,145.715019,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:33.0,-16.902343,145.714964,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:38.0,-16.902337,145.714961,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:43.0,-16.902334,145.714966,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:48.0,-16.902342,145.714966,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:54.0,-16.902353,145.714924,274e8c7e-9088-40e4-b1ce-cd50331724b6
53:59.0,-16.902358,145.714936,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:05.0,-16.902367,145.71494,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:10.0,-16.902369,145.714939,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:15.0,-16.902369,145.714944,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:20.0,-16.902384,145.714949,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:25.0,-16.902382,145.714951,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:30.0,-16.902378,145.714952,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:38.0,-16.902346,145.714932,274e8c7e-9088-40e4-b1ce-cd50331724b6
54:43.0,-16.902322,145.714924,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:18.0,-16.902432,145.714841,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:23.0,-16.902431,145.714839,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:28.0,-16.902439,145.714838,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:33.0,-16.902431,145.714828,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:38.0,-16.90243,145.71483,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:44.0,-16.902419,145.714829,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:49.0,-16.902428,145.714814,274e8c7e-9088-40e4-b1ce-cd50331724b6
57:55.0,-16.902409,145.714818,274e8c7e-9088-40e4-b1ce-cd50331724b6
58:00.0,-16.90241,145.714821,274e8c7e-9088-40e4-b1ce-cd50331724b6
58:05.0,-16.902435,145.714816,274e8c7e-9088-40e4-b1ce-cd50331724b6
00:52.0,-16.902379,145.714899,274e8c7e-9088-40e4-b1ce-cd50331724b6
00:59.0,-16.902379,145.714896,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:04.0,-16.902376,145.714897,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:11.0,-16.90239,145.714898,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:20.0,-16.902388,145.714897,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:25.0,-16.902389,145.714895,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:30.0,-16.902388,145.714894,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:35.0,-16.902386,145.714894,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:40.0,-16.902385,145.714892,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:45.0,-16.902379,145.714866,274e8c7e-9088-40e4-b1ce-cd50331724b6
01:50.0,-16.902378,145.714867,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:01.0,-16.902382,145.714863,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:06.0,-16.902386,145.714865,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:18.0,-16.902374,145.714881,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:27.0,-16.902373,145.714882,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:37.0,-16.902352,145.714887,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:42.0,-16.902349,145.714888,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:47.0,-16.902336,145.71491,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:52.0,-16.902337,145.714917,274e8c7e-9088-40e4-b1ce-cd50331724b6
02:57.0,-16.902338,145.714915,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:07.0,-16.902424,145.714933,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:12.0,-16.902457,145.714934,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:18.0,-16.902477,145.714955,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:23.0,-16.902472,145.714941,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:29.0,-16.902462,145.714943,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:34.0,-16.902459,145.714945,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:43.0,-16.902468,145.714947,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:50.0,-16.902489,145.714958,274e8c7e-9088-40e4-b1ce-cd50331724b6
03:56.0,-16.902494,145.714966,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:01.0,-16.902494,145.714965,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:06.0,-16.902491,145.714964,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:14.0,-16.902482,145.714954,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:25.0,-16.902479,145.714961,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:30.0,-16.902478,145.714971,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:35.0,-16.902481,145.714971,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:40.0,-16.902482,145.714967,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:45.0,-16.902465,145.714962,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:50.0,-16.902471,145.714963,274e8c7e-9088-40e4-b1ce-cd50331724b6
04:55.0,-16.902491,145.714971,274e8c7e-9088-40e4-b1ce-cd50331724b6
05:02.0,-16.902465,145.714976,274e8c7e-9088-40e4-b1ce-cd50331724b6
05:14.0,-16.902436,145.714971,274e8c7e-9088-40e4-b1ce-cd50331724b6
05:21.0,-16.902416,145.714947,274e8c7e-9088-40e4-b1ce-cd50331724b6
05:26.0,-16.902412,145.714946,274e8c7e-9088-40e4-b1ce-cd50331724b6
05:33.0,-16.902407,145.714941,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:21.0,-16.902292,145.714891,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:26.0,-16.902297,145.714887,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:31.0,-16.902329,145.714877,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:53.0,-16.902445,145.715007,274e8c7e-9088-40e4-b1ce-cd50331724b6
11:58.0,-16.902483,145.715031,274e8c7e-9088-40e4-b1ce-cd50331724b6
12:03.0,-16.9025,145.715042,274e8c7e-9088-40e4-b1ce-cd50331724b6
15:48.0,-16.90234,145.715173,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:08.0,-16.902397,145.715157,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:13.0,-16.9024,145.715144,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:33.0,-16.902286,145.714973,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:38.0,-16.902301,145.714969,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:43.0,-16.902263,145.714972,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:48.0,-16.902264,145.714992,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:53.0,-16.902255,145.71498,274e8c7e-9088-40e4-b1ce-cd50331724b6
16:58.0,-16.902251,145.714951,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:03.0,-16.902274,145.714974,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:08.0,-16.90229,145.714966,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:13.0,-16.902312,145.714958,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:18.0,-16.902339,145.714953,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:23.0,-16.902343,145.71493,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:28.0,-16.902337,145.714927,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:33.0,-16.902324,145.714913,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:38.0,-16.902328,145.714914,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:43.0,-16.90234,145.714909,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:48.0,-16.902367,145.714912,274e8c7e-9088-40e4-b1ce-cd50331724b6
17:53.0,-16.902342,145.714901,274e8c7e-9088-40e4-b1ce-cd50331724b6
18:01.0,-16.902345,145.714944,274e8c7e-9088-40e4-b1ce-cd50331724b6
18:09.0,-16.902343,145.714991,274e8c7e-9088-40e4-b1ce-cd50331724b6
19:35.0,-16.902258,145.714876,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:29.0,-16.902315,145.714864,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:34.0,-16.902302,145.714852,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:39.0,-16.902301,145.714853,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:44.0,-16.902306,145.714833,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:49.0,-16.902307,145.714853,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:54.0,-16.902322,145.714861,274e8c7e-9088-40e4-b1ce-cd50331724b6
21:59.0,-16.902338,145.714841,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:04.0,-16.902338,145.714842,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:09.0,-16.902341,145.714836,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:14.0,-16.902332,145.714836,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:19.0,-16.90231,145.714858,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:24.0,-16.902311,145.714851,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:29.0,-16.902302,145.71487,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:34.0,-16.902289,145.714885,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:46.0,-16.902295,145.714886,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:51.0,-16.902296,145.714883,274e8c7e-9088-40e4-b1ce-cd50331724b6
22:57.0,-16.902321,145.714906,274e8c7e-9088-40e4-b1ce-cd50331724b6
23:04.0,-16.90232,145.714895,274e8c7e-9088-40e4-b1ce-cd50331724b6
23:09.0,-16.90232,145.714894,274e8c7e-9088-40e4-b1ce-cd50331724b6
23:14.0,-16.902319,145.714895,274e8c7e-9088-40e4-b1ce-cd50331724b6
23:20.0,-16.902317,145.714904,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:03.0,-16.902319,145.71493,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:08.0,-16.902323,145.714926,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:25.0,-16.902319,145.714921,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:30.0,-16.902317,145.714921,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:35.0,-16.902317,145.71492,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:41.0,-16.902318,145.714919,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:46.0,-16.902319,145.714918,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:53.0,-16.902321,145.714916,274e8c7e-9088-40e4-b1ce-cd50331724b6
24:58.0,-16.902322,145.714915,274e8c7e-9088-40e4-b1ce-cd50331724b6
25:08.0,-16.902323,145.714914,274e8c7e-9088-40e4-b1ce-cd50331724b6
25:13.0,-16.902324,145.714914,274e8c7e-9088-40e4-b1ce-cd50331724b6
25:18.0,-16.902325,145.714914,274e8c7e-9088-40e4-b1ce-cd50331724b6
25:23.0,-16.902325,145.714913,274e8c7e-9088-40e4-b1ce-cd50331724b6
